id,name,type,area,description,image1,image2,imageGallery,website,phone,address,amenities,amenities_tags,featured,slug,wordpressUrl,authorName,authorEmail,authorUsername,authorId,publishedDate,modifiedDate,status,commentStatus,pingStatus,originalCategories,originalAttributes,dataConfidence,notes,descriptionSource,amenitiesGuessed,missingFields,directionsLink
1202,Soaring,Soaring,Lovingston,Guided ridge-soaring experiences over the Blue Ridge Mountains with Appalachian Soaring at Eagle’s Nest Airport in Lovingston.,https://nelsoncounty.com/wp-content/uploads/2024/06/Soaring-in-Nelson-County.jpg,,,https://nelsoncounty.com/explore/soaring/,(434) 981-4359,"604 Dillard Hill Road, Lovingston, VA 22949",Scenic Sailplane Flights; Certified Glider Pilots; Blue Ridge Ridge-Lift; Eagle’s Nest Airport Launch,Tasting Room; Mountain Views; Guided Experiences; Aerial Experiences,FALSE,soaring,https://nelsoncounty.com/explore/soaring/,josh,iamjwal@gmail.com,josh,1,2024-06-10,2024-06-10,publish,open,closed,All (Play)>Outdoor Adventures>Soaring,Nellysford,medium,Contact info and offerings from Appalachian Soaring/Eagle’s Nest Airport materials (Nov 2025).,Blackrock Trail Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=604%20Dillard%20Hill%20Road%2C%20Lovingston%2C%20VA%2022949
1205,Skiing & Snowboarding,Skiing & Snowboarding,Wintergreen Resort,"Wintergreen Resort’s 129 acres of skiable terrain featuring 26 slopes, terrain parks, and the state’s largest tubing hill with full rentals.",https://nelsoncounty.com/wp-content/uploads/2024/06/Skiing-and-Snowboarding-in-Nelson-County.jpg,,,https://nelsoncounty.com/explore/skiing-snowboarding/,(434) 325-2100,"39 Mountain Inn Loop, Wintergreen, VA 22967",Plunge Snow Tubing Park; Night Skiing & Rentals; On-Mountain Instruction,Snow Sports,FALSE,skiing-snowboarding,https://nelsoncounty.com/explore/skiing-snowboarding/,josh,iamjwal@gmail.com,josh,1,2024-06-10,2024-06-13,publish,open,closed,All (Play)>Outdoor Adventures>Skiing & Snowboarding; Road Trips>Wintergreen,Wintergreen,high,Resort statistics confirmed via Wintergreen Resort winter operations guide (Nov 2025).,Blackrock Trail Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=39%20Mountain%20Inn%20Loop%2C%20Wintergreen%2C%20VA%2022967
1212,Tennis,Tennis,Wintergreen Resort,Wintergreen Tennis programs spanning 19 outdoor clay and three indoor DecoTurf courts with year-round clinics for families and teams.,https://nelsoncounty.com/wp-content/uploads/2024/06/Tennis-at-Wintergreen.jpg,,,https://nelsoncounty.com/explore/tennis/,(434) 325-2200,"Wintergreen Tennis Center, 581 Wintergreen Drive, Wintergreen, VA 22967",Top-50 Tennis Magazine Program; Year-Round Clinics,Tennis,FALSE,tennis,https://nelsoncounty.com/explore/tennis/,josh,iamjwal@gmail.com,josh,1,2024-06-10,2024-06-13,publish,open,closed,All (Play)>Outdoor Adventures>Tennis; Road Trips>Wintergreen,Wintergreen,high,Facility specs confirmed via Wintergreen Tennis program materials (Nov 2025).,Lower Shamokin Falls Trail Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Tennis%20Center%2C%20581%20Wintergreen%20Drive%2C%20Wintergreen%2C%20VA%2022967
1215,Swimming,Activities,Kids Activities,"Indoor and outdoor swimming across Wintergreen Resort, including year-round Aquatics Center pools and Lake Monocan’s summer beach.",https://nelsoncounty.com/wp-content/uploads/2024/06/Swimming-at-Wintergreen.jpg,,,https://nelsoncounty.com/explore/swimming/,(434) 325-8280,"Wintergreen Aquatics & Fitness Center, 39 Mountain Inn Loop, Wintergreen, VA 22967",Year-Round Indoor Pool; Seasonal Outdoor Pools; Lake Monocan Beach Access; Resort & Public Swim Programs,Pool; Lake Access; Activities,FALSE,swimming,https://nelsoncounty.com/explore/swimming/,josh,iamjwal@gmail.com,josh,1,2024-06-10,2024-06-12,publish,open,closed,All (Play)>Activities; All (Play)>Kids Activities; All (Play)>Outdoor Adventures>Swimming,Wintergreen,high,Swimming facilities verified via Wintergreen Resort aquatics information (Nov 2025).,Lower Shamokin Falls Trail Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Aquatics%20%26%20Fitness%20Center%2C%2039%20Mountain%20Inn%20Loop%2C%20Wintergreen%2C%20VA%2022967
1220,12 Ridges Vineyard,Vineyards & Wineries,Vesuvius,"High-elevation vineyard at Mile 25 on the Blue Ridge Parkway pouring cool-climate sparkling and still wines with sweeping 360° views. The hilltop tasting room, expansive terrace, and private event spaces sit at 3,300 feet.",https://nelsoncounty.com/wp-content/uploads/2024/06/12-Ridges-Vineyard.jpg,,,https://12ridges.com/,(434) 996-4252,"24981 Blue Ridge Pkwy, Vesuvius, VA 24483",High-Elevation Sparkling Wines; Tasting Room & Terrace; Private Events,Mountain Views; Tasting Room; Event Venue; Winery; Wine Tastings,FALSE,12-ridges-vineyard,https://nelsoncounty.com/explore/12-ridges-vineyard/,josh,iamjwal@gmail.com,josh,1,2024-06-10,2024-06-10,publish,open,closed,All (Taste)>Vineyards & Wineries,Blue Ridge Parkway,high,Details and contact pulled from 12 Ridges Visit page (accessed Nov 8 2025).,Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=24981%20Blue%20Ridge%20Pkwy%2C%20Vesuvius%2C%20VA%2024483
1224,Afton Mountain Vineyards,Vineyards & Wineries,Afton,"One of Virginia’s pioneer farm wineries with vines dating to 1978, crafting estate-grown vinifera on the sunrise side of Afton Mountain. Breezy patio tastings showcase small-lot bottlings framed by Blue Ridge views.",https://nelsoncounty.com/wp-content/uploads/2024/06/Afton-Mountain-Vineyards.jpg,,,https://www.aftonmountainvineyards.com/,(540) 456-8667,"234 Vineyard Lane, Afton, VA 22920",Estate-Grown Vinifera; Blue Ridge Patio Seating; Guided Tastings; Mountain Views,Outdoor Seating; Mountain Views; Guided Experiences; Winery; Wine Tastings,FALSE,afton-mountain-vineyards,https://nelsoncounty.com/explore/afton-mountain-vineyards/,josh,iamjwal@gmail.com,josh,1,2024-06-10,2024-06-12,publish,open,closed,Road Trips>Afton; All (Taste)>Vineyards & Wineries,Afton,high,Contact info and narrative sourced from Nelson County listing and winery JSON-LD (Nov 2025).,Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=234%20Vineyard%20Lane%2C%20Afton%2C%20VA%2022920
1227,Brent Manor Vineyards,Vineyards & Wineries,Faber,Boutique hillside winery south of Charlottesville blending Virginia-grown wines with rotating Portuguese selections in an intimate tasting room. Weekend flights and inn-style hospitality overlook the Brent Manor grounds.,https://nelsoncounty.com/wp-content/uploads/2024/06/Brent-Manor-Vineyards.jpg,,,https://www.brentmanorvineyards.com/,(434) 826-0722,"100 Brent Manor Lane, Faber, VA 22938",Portuguese Wine Flights; Boutique Tasting Room; Hilltop Views; Event-Friendly Venue,Tasting Room; Wine Tastings; Event Venue; Winery,FALSE,brent-manor-vineyards,https://nelsoncounty.com/explore/brent-manor-vineyards/,josh,iamjwal@gmail.com,josh,1,2024-06-10,2024-06-13,publish,open,closed,Road Trips>Faber; Road Trips>Nelson 29; Road Trips>Schuyler; All (Taste)>Vineyards & Wineries,Faber,high,Information gathered from Nelson County listing and Brent Manor website (Nov 2025).,Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=100%20Brent%20Manor%20Lane%2C%20Faber%2C%20VA%2022938
1230,Caihailian Vineyard,Vineyards & Wineries,Roseland,Family-run micro-vineyard along the road to Wintergreen producing Monticello AVA wines from 2.5 hillside acres. Tastings are offered when the flags are flying or by appointment for a quiet Roseland experience.,https://nelsoncounty.com/wp-content/uploads/2024/06/Caihailian-Vineyard.jpg,,,https://nelsoncounty.com/explore/caihailian-vineyard/,,"872 Beech Grove, Roseland, VA 22967",Boutique Family Vineyard; Monticello Ava; By-Appointment Tastings; Wintergreen Gateway,Winery; Wine Tastings,FALSE,caihailian-vineyard,https://nelsoncounty.com/explore/caihailian-vineyard/,josh,iamjwal@gmail.com,josh,1,2024-06-10,2024-06-10,publish,open,closed,All (Taste)>Vineyards & Wineries,Roseland,medium,No phone published on county listing; verify availability directly with owners.,Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=872%20Beech%20Grove%2C%20Roseland%2C%20VA%2022967
1233,Cardinal Point Winery,Vineyards & Wineries,Afton,"Family-owned winery in the foothills of Afton Mountain inspired by the founders’ time in Germany. Welcoming tasting room offers tours, Blue Ridge views, and seasonal events alongside expressive wines.",https://nelsoncounty.com/wp-content/uploads/2024/06/Cardinal-Point-Winery.jpg,,,https://www.cardinalpointwinery.com/,(540) 456-8400,"9423 Batesville Rd, Afton, VA 22920",Family-Owned Vineyard; Guided Tours & Tastings; Blue Ridge Views; Live Music Lawn,Guided Experiences; Mountain Views; Live Music; Tasting Room; Winery; Wine Tastings,FALSE,cardinal-point-winery,https://nelsoncounty.com/explore/cardinal-point-winery/,josh,iamjwal@gmail.com,josh,1,2024-06-10,2024-06-12,publish,open,closed,Road Trips>Afton; All (Taste)>Vineyards & Wineries,Afton,high,Details confirmed via Nelson County profile and winery site (Nov 2025).,Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=9423%20Batesville%20Rd%2C%20Afton%2C%20VA%2022920
1236,Flying Fox Vineyards,Vineyards & Wineries,Afton,"Small-lot producer known for inventive wines and the Sly Fox vermouth line, letting each varietal speak for itself. Cozy tasting room and patio pour limited releases created by Flying Fox’s winemaking family.",https://nelsoncounty.com/wp-content/uploads/2024/06/Flying-Fox-Vineyard.jpg,,,https://www.flyingfoxvineyard.com/,(434) 361-1692,"10368 Critzer Shop Rd, Afton, VA 22920",Small-Lot Releases; Sly Fox Vermouth; Cozy Tasting Room; Seasonal Specials,Tasting Room; Outdoor Seating; Winery; Wine Tastings,FALSE,flying-fox-vineyards,https://nelsoncounty.com/explore/flying-fox-vineyards/,josh,iamjwal@gmail.com,josh,1,2024-06-10,2024-06-12,publish,open,closed,Road Trips>Afton; All (Taste)>Vineyards & Wineries,Afton,high,Narrative and contact drawn from Nelson County listing and Flying Fox resources (Nov 2025).,Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=10368%20Critzer%20Shop%20Rd%2C%20Afton%2C%20VA%2022920
1239,Hill Top Winery & Meadery,Farms & Orchards,Nellysford,"Winery and meadery specializing in “true-to-the-fruit” wines and authentic honey meads since 1998. Flights highlight berry, orchard, and dessert styles crafted in the hills above Nellysford.",https://nelsoncounty.com/wp-content/uploads/2024/06/Hill-Top-Winery-Meadery.jpg,,,https://nelsoncounty.com/explore/hill-top-winery-meadery/,(434) 361-1266,"2800 Berry Hill Road, Nellysford, VA 22958",Fruit Wines & Mead; Dessert Wine Flights; Orchard Setting; Mountain Views,Desserts; Tasting Room; Wine Tastings; Mountain Views; Farm Experience; Local Produce,FALSE,hill-top-winery-meadery,https://nelsoncounty.com/explore/hill-top-winery-meadery/,josh,iamjwal@gmail.com,josh,1,2024-06-10,2024-06-13,publish,open,closed,Farms & Orchards; Road Trips>Nellysford; All (Play)>Outdoor Adventures; Road Trips>Tyro; All (Taste)>Vineyards & Wineries,Nellysford,medium,Hill Top provides info via county listing; official site unavailable (Nov 2025).,Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=2800%20Berry%20Hill%20Road%2C%20Nellysford%2C%20VA%2022958
1242,Lovingston Winery,Vineyards & Wineries,Lovingston,"Gravity-flow, small-batch estate winery on Josie’s Knoll focusing on Bordeaux and South African varietals. The Lovingston family tends the vineyard and pours limited-production releases in the Blue Ridge countryside.",https://nelsoncounty.com/wp-content/uploads/2024/06/lovingston-winery-1.jpg,,,https://www.lovingstonwinery.com/,(434) 263-8467,"885 Freshwater Cove, Lovingston, VA 22949",Gravity-Flow Cellar; Estate Bordeaux Varietals; Limited Production; Countryside Tastings,Mountain Views; Winery; Wine Tastings,FALSE,lovingston-winery,https://nelsoncounty.com/explore/lovingston-winery/,josh,iamjwal@gmail.com,josh,1,2024-06-10,2024-06-13,publish,open,closed,Road Trips>Lovingston; Road Trips>Nelson 29; All (Taste)>Vineyards & Wineries,Lovingston,high,Information verified via Nelson County listing and Lovingston Winery website (Nov 2025).,Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=885%20Freshwater%20Cove%2C%20Lovingston%2C%20VA%2022949
1245,Mountain and Vine Winery,Vineyards & Wineries,Faber,"Monticello AVA destination with terraced vineyards, a lakeside lawn, and panoramic tasting room. Mountain & Vine pairs estate wines with food events, tours, and family-friendly experiences minutes from Charlottesville.",https://nelsoncounty.com/wp-content/uploads/2024/06/Mountain-and-Vine-Winery.jpg,,,https://www.mountainandvine.com/,(434) 263-6100,"500 DelFosse Winery Lane, Faber, VA 22938",Terraced Vineyard; Lakefront Picnics; Food & Wine Pairings; Family-Friendly Grounds,Wine Tastings; Family Friendly; Tasting Room; Winery,FALSE,mountain-and-vine-winery,https://nelsoncounty.com/explore/mountain-and-vine-winery/,josh,iamjwal@gmail.com,josh,1,2024-06-10,2024-06-27,publish,open,closed,Road Trips>Faber; Road Trips>Nelson 29; Road Trips>Schuyler; All (Taste)>Vineyards & Wineries,Faber,high,Derived from Nelson County listing and Mountain & Vine site (Nov 2025).,Mountain and Vine Winery Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=500%20DelFosse%20Winery%20Lane%2C%20Faber%2C%20VA%2022938
1248,Mountain Cove Vineyards & Winery,Vineyards & Wineries,Lovingston,"Virginia’s oldest farm winery, established in 1973 in a forested hollow near Lovingston, producing heritage wines from estate and local fruit. Rustic tasting areas and picnic grounds invite relaxed afternoons in the Blue Ridge foothills.",https://nelsoncounty.com/wp-content/uploads/2024/06/Mountain-Cove-Vineyards-Winery.jpg,,,https://www.facebook.com/MountainCoveVineyards/,(434) 263-5392,"1365 North Amherst Hwy, Lovingston, VA 22949",Oldest Virginia Winery; Family-Owned; Picnic Meadows; Estate & Local Fruit Wines,Mountain Views; Tasting Room; Winery; Wine Tastings,FALSE,mountain-cove-vineyards-winery,https://nelsoncounty.com/explore/mountain-cove-vineyards-winery/,josh,iamjwal@gmail.com,josh,1,2024-06-10,2024-10-17,private,closed,closed,Road Trips>Lovingston; Road Trips>Nelson 29; All (Taste)>Vineyards & Wineries,Lovingston,medium,Legacy contact details compiled from industry directories; recommend confirming before publication.,Mountain and Vine Winery Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=1365%20North%20Amherst%20Hwy%2C%20Lovingston%2C%20VA%2022949
1251,Valley Road Vineyards,Vineyards & Wineries,Afton,"Route 151 gateway winery founded by friends in 2015, featuring lawn seating, an events pavilion, and Rockfish Valley views. The tasting room pours approachable blends and guided flights at the base of Afton Mountain.",https://nelsoncounty.com/wp-content/uploads/2024/06/Valley-Road-Vineyards.jpg,,,https://www.valleyroadwines.com/,(540) 456-6350,"9264 Critzers Shop Road, Afton, VA 22920",Events Pavilion; Lawn Seating; Guided Flights,Tasting Room; Guided Experiences; Winery; Wine Tastings,FALSE,valley-road-vineyards,https://nelsoncounty.com/explore/valley-road-vineyards/,josh,iamjwal@gmail.com,josh,1,2024-06-10,2024-06-12,publish,open,closed,Road Trips>Afton; All (Taste)>Vineyards & Wineries,Afton,high,Data confirmed via Nelson County listing and Valley Road site (Nov 2025).,Mountain and Vine Winery Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=9264%20Critzers%20Shop%20Road%2C%20Afton%2C%20VA%2022920
1254,Veritas Vineyards & Winery,Vineyards & Wineries,Afton,"Family-run estate on the slopes of the Blue Ridge crafting classic Bordeaux-style and sparkling wines. Veritas pairs an elegant tasting room and lawn with weddings, concerts, and farm-to-table dining at The Farmhouse.",https://nelsoncounty.com/wp-content/uploads/2024/06/Veritas-Vineyards-Winery.jpg,,,https://veritaswines.com/,(540) 456-8000,"151 Veritas Lane, Afton, VA 22920",Estate Vineyard; Tasting Room & Terrace; Weddings & Events; Farmhouse Dining,Tasting Room; Mountain Views; Winery; Wine Tastings,FALSE,veritas-vineyards-winery,https://nelsoncounty.com/explore/veritas-vineyards-winery/,josh,iamjwal@gmail.com,josh,1,2024-06-10,2024-06-12,publish,open,closed,Road Trips>Afton; All (Taste)>Vineyards & Wineries,Afton,high,Sourced from Nelson County listing and Veritas website (Nov 2025).,Veritas Vineyards & Winery Mountain and Vine Winery Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=151%20Veritas%20Lane%2C%20Afton%2C%20VA%2022920
1331,Quarry Gardens at Schuyler,Attractions,Schuyler,"Restored soapstone quarries transformed into 40-acre native plant gardens with two miles of trails, habitat galleries, and guided ecology tours.",https://nelsoncounty.com/wp-content/uploads/2024/06/Quarry-Gardens-at-Schuyler.jpg,,,https://nelsoncounty.com/explore/quarry-gardens-at-schuyler/,(434) 939-1005,"1643 Salem Road, Schuyler, VA 22969",Native Plant Galleries; Guided Ecology Tours; Visitor Center Exhibits,Guided Experiences; Hiking; Attraction; Hiking - Moderate,FALSE,quarry-gardens-at-schuyler,https://nelsoncounty.com/explore/quarry-gardens-at-schuyler/,josh,iamjwal@gmail.com,josh,1,2024-06-11,2024-06-11,publish,open,closed,All (Play)>Attractions; All (Play)>Outdoor Adventures>Hikes & Trails; Road Trips>Schuyler,,medium,Contact pulled from Quarry Gardens booking info; trail features from Nelson County article (Nov 2025).,Veritas Vineyards & Winery Mountain and Vine Winery Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=1643%20Salem%20Road%2C%20Schuyler%2C%20VA%2022969
1334,Montebello Fish Hatchery,Attractions,Kids Activities,"State trout hatchery near Crabtree Falls offering educational tours, pollinator plots, and a nature trail adjacent to mountain hiking hubs.",https://nelsoncounty.com/wp-content/uploads/2024/06/Montebello-Fish-Hatchery.jpg,,,https://nelsoncounty.com/explore/montebello-fish-hatchery/,(540) 377-2418,"359 Fish Hatchery Lane, Montebello, VA 24464",Public Hatchery Tours; Trout Viewing Pools; Nature Trail & Pollinator Gardens; Nearby Appalachian Trail Access,Hiking; Attraction; Hiking - Moderate,FALSE,montebello-fish-hatchery,https://nelsoncounty.com/explore/montebello-fish-hatchery/,josh,iamjwal@gmail.com,josh,1,2024-06-11,2024-06-12,publish,open,closed,All (Play)>Attractions; All (Play)>Outdoor Adventures>Hikes & Trails; All (Play)>Kids Activities,,high,Details verified via Virginia DWR and Nelson County tourism resources (Nov 2025).,Montebello Fish Hatchery Veritas Vineyards & Winery Mountain and Vine Winery Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=359%20Fish%20Hatchery%20Lane%2C%20Montebello%2C%20VA%2024464
1339,Walton’s Mountain Museum,Museums & Heritage,Schuyler,"Museum honoring “The Waltons” with recreated TV sets, memorabilia, and a short film inside the Schuyler schoolhouse that inspired the show.",https://nelsoncounty.com/wp-content/uploads/2024/06/Waltons-Mountain-Museum.jpg,,,https://nelsoncounty.com/explore/waltons-mountain-museum/,(434) 831-2000,"6484 Rockfish River Road, Schuyler, VA 22969",Replica Tv Sets; Memorabilia Exhibits; 30-Minute Feature Film; Gift Shop & Seasonal Hours,Retail Shop; Museum Exhibits; Museum,FALSE,waltons-mountain-museum,https://nelsoncounty.com/explore/waltons-mountain-museum/,josh,iamjwal@gmail.com,josh,1,2024-06-11,2024-06-11,publish,open,closed,All (Play)>Attractions>Museums & Heritage; Road Trips>Schuyler,,high,Exhibit information confirmed via museum site and Nelson County listing (Nov 2025).,Montebello Fish Hatchery Veritas Vineyards & Winery Mountain and Vine Winery Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=6484%20Rockfish%20River%20Road%2C%20Schuyler%2C%20VA%2022969
1348,Big Arms Farm,Farms & Orchards,Lovingston,"Market farm known for cut flowers, heirloom produce, and grass-fed beef with bouquets and specialty goods at the Nelson Farmers Market.",https://nelsoncounty.com/wp-content/uploads/2024/06/Big-Arms-Farm.jpg,,,https://nelsoncounty.com/explore/big-arms-farm/,(434) 263-7015,"Nelson Farmers Market Cooperative, 868 Front Street, Lovingston, VA 22949",Cut Flower Bouquets; Heirloom Produce; Grass-Fed Beef Shares; Market Pop-Up Booth,Market; Farm Experience; Local Produce,FALSE,big-arms-farm,https://nelsoncounty.com/explore/big-arms-farm/,josh,iamjwal@gmail.com,josh,1,2024-06-11,2024-06-11,publish,open,closed,Farms & Orchards; All (Play)>Outdoor Adventures,,medium,Farm mission from Nelson County feature; uses market contact info pending direct phone confirmation (Nov 2025).,Montebello Fish Hatchery Veritas Vineyards & Winery Mountain and Vine Winery Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=Nelson%20Farmers%20Market%20Cooperative%2C%20868%20Front%20Street%2C%20Lovingston%2C%20VA%2022949
1352,Caldwell Farms,Farms & Orchards,Lovingston,Appointment-only U-pick flower farm in Stagebridge offering curated seasonal blooms with private design sessions.,https://nelsoncounty.com/wp-content/uploads/2024/06/Caldwell-Farms.jpg,,,https://nelsoncounty.com/explore/caldwell-farms/,(770) 401-0390,"394 Stagebridge Road, Lovingston, VA 24590",U-Pick Flower Sessions; Seasonal Bouquet Workshops; Appointment-Only Visits; Small-Batch Florals,Retail Shop; Farm Experience; Local Produce,FALSE,caldwell-farms,https://nelsoncounty.com/explore/caldwell-farms/,josh,iamjwal@gmail.com,josh,1,2024-06-11,2024-06-11,publish,open,closed,Farms & Orchards; Road Trips>Lovingston; All (Play)>Outdoor Adventures,,medium,Offerings taken from Nelson County listing and farm social updates (Nov 2025).,Montebello Fish Hatchery Veritas Vineyards & Winery Mountain and Vine Winery Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=394%20Stagebridge%20Road%2C%20Lovingston%2C%20VA%2024590
1355,Davis Creek Farm,Farms & Orchards,Lovingston,"Holistic Davis Creek Farm raises heritage livestock on 60 mountain acres with farm stays, workshops, and by-appointment experiences.",https://nelsoncounty.com/wp-content/uploads/2024/06/Davis-Creek-Farm.jpg,,,https://nelsoncounty.com/explore/davis-creek-farm/,(434) 249-4333,"4670 Davis Creek Lane, Lovingston, VA 22949",Heritage Livestock Farm; Regenerative Practices; Private Tours By Appointment; Retreat-Friendly Setting,Farm Experience; Local Produce,FALSE,davis-creek-farm,https://nelsoncounty.com/explore/davis-creek-farm/,josh,iamjwal@gmail.com,josh,1,2024-06-11,2024-06-11,publish,open,closed,Farms & Orchards; Road Trips>Lovingston; All (Play)>Outdoor Adventures,,medium,Narrative from Nelson County farm profile; confirm scheduling prior to publishing (Nov 2025).,Montebello Fish Hatchery Veritas Vineyards & Winery Mountain and Vine Winery Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=4670%20Davis%20Creek%20Lane%2C%20Lovingston%2C%20VA%2022949
1358,Deer Creek Farm,Farms & Orchards,Roseland,"Family cattle and lamb farm in Lowesville providing custom beef and lamb shares by whole, half, or quarter.",https://nelsoncounty.com/wp-content/uploads/2024/06/Deer-Creek-Farm.jpg,,,https://nelsoncounty.com/explore/deer-creek-farm/,(434) 277-9104,"3764 Lowesville Road, Lowesville, VA 22967",Custom Beef & Lamb Orders; Pasture-Raised Livestock; Pickup By Appointment; Lowesville Farmstead,Farm Experience; Local Produce,FALSE,deer-creek-farm,https://nelsoncounty.com/explore/deer-creek-farm/,josh,iamjwal@gmail.com,josh,1,2024-06-11,2024-06-11,publish,open,closed,Farms & Orchards; All (Play)>Outdoor Adventures; Road Trips>Roseland,,medium,Product offerings summarized from Nelson County listing (Nov 2025).,Deer Creek Farm Montebello Fish Hatchery Veritas Vineyards & Winery Mountain and Vine Winery Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=3764%20Lowesville%20Road%2C%20Lowesville%2C%20VA%2022967
1361,Edible Landscaping,Farms & Orchards,Afton,"Nursery specializing in edible landscaping plants—fruit trees, berries, vines, and herbs—grown without herbicides and shipped nationwide.",https://nelsoncounty.com/wp-content/uploads/2024/06/Edible-Landscaping.jpg,,,https://nelsoncounty.com/explore/edible-landscaping/,(434) 361-9134,"361 Spirit Ridge Lane, Afton, VA 22920",Edible Plant Nursery; Nationwide Shipping; Organic-Grown Stock; Onsite Pickup,Farm Experience; Local Produce,FALSE,edible-landscaping,https://nelsoncounty.com/explore/edible-landscaping/,josh,iamjwal@gmail.com,josh,1,2024-06-12,2024-06-12,publish,open,closed,Road Trips>Afton; Farms & Orchards; All (Play)>Outdoor Adventures,,high,Information corroborated with Edible Landscaping catalog and Nelson County listing (Nov 2025).,Deer Creek Farm Montebello Fish Hatchery Veritas Vineyards & Winery Mountain and Vine Winery Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=361%20Spirit%20Ridge%20Lane%2C%20Afton%2C%20VA%2022920
1364,Fitzgerald Farms,Activities,Arrington,"Fitzgerald Farms roadside stand offering summer sweet corn, fall pumpkin picking, and wholesale produce from the Rockfish Valley.",https://nelsoncounty.com/wp-content/uploads/2024/06/Fitzgerald-Farms.jpg,,,https://nelsoncounty.com/explore/fitzgerald-farms/,(434) 277-8047,"4850 Tye Brook Highway, Arrington, VA 22922",Roadside Farm Stand; Pick-Your-Own Pumpkins; Summer Sweet Corn; Wholesale Produce Orders,Desserts; Activities,FALSE,fitzgerald-farms,https://nelsoncounty.com/explore/fitzgerald-farms/,josh,iamjwal@gmail.com,josh,1,2024-06-12,2024-06-12,publish,open,closed,All (Play)>Activities; Road Trips>Arrington; Farms & Orchards; All (Play)>Kids Activities; All (Play)>Outdoor Adventures,,medium,Farm offerings gathered from Nelson County listing and seasonal announcements (Nov 2025).,Deer Creek Farm Montebello Fish Hatchery Veritas Vineyards & Winery Mountain and Vine Winery Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=4850%20Tye%20Brook%20Highway%2C%20Arrington%2C%20VA%2022922
1368,Fitzgerald’s Orchard,Farms & Orchards,Tyro,"Family orchard near Tyro selling bushels of classic Virginia apples including Fuji, Rome, and Pink Lady each harvest season.",https://nelsoncounty.com/wp-content/uploads/2024/06/Fitzgeralds-Orchard.jpg,,,https://nelsoncounty.com/explore/fitzgeralds-orchard/,(434) 277-5798,"728 Harpers Creek Lane, Tyro, VA 22976",Bushel Apple Sales; Heritage Varieties; Seasonal Harvest Schedule; Mountain Orchard Setting,Farm Experience; Local Produce,FALSE,fitzgeralds-orchard,https://nelsoncounty.com/explore/fitzgeralds-orchard/,josh,iamjwal@gmail.com,josh,1,2024-06-12,2024-06-12,publish,open,closed,Farms & Orchards; All (Play)>Outdoor Adventures; Road Trips>Tyro,,medium,Variety list from Nelson County orchard profile (Nov 2025).,Deer Creek Farm Montebello Fish Hatchery Veritas Vineyards & Winery Mountain and Vine Winery Blue Mountain Brewery Basic Necessities,,,https://www.google.com/maps/dir/?api=1&destination=728%20Harpers%20Creek%20Lane%2C%20Tyro%2C%20VA%2022976
