id,name,type,area,description,image1,image2,image3,website,phone,address,amenities,featured,slug,authorName,publishedDate,modifiedDate,directionsLink
966,Upper Shamokin Falls Trail,Hikes & Trails,Wintergreen Resort,"0.4-mile yellow trail to Upper Shamokin Falls with evergreen ferns, wildflowers, and camera-ready cascades near Wintergreen.",https://nelsoncounty.com/wp-content/uploads/2024/05/Upper-Shamokin-Falls-Trail.jpg,,,https://nelsoncounty.com/explore/upper-shamokin-falls-trail/,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",Family Friendly; Hiking,FALSE,upper-shamokin-falls-trail,josh,2024-05-23,2024-06-22,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
969,Upper Shamokin Gorge Trail,Hikes & Trails,Wintergreen Resort,"Challenging 0.8-mile red trail in the Upper Shamokin Gorge with stream crossings, lush understory, and links to the Appalachian Trail.",https://nelsoncounty.com/wp-content/uploads/2024/05/Upper-Shamokin-Gorge-Trail.jpg,,,https://nelsoncounty.com/explore/upper-shamokin-gorge-trail/,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",Hiking,FALSE,upper-shamokin-gorge-trail,josh,2024-05-23,2024-06-22,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
972,White Oak Trail,Hikes & Trails,Wintergreen Resort,"0.5-mile moderate yellow trail offering bird-friendly woods, wildflowers, and a quiet loop accessible from White Oak or Wintergreen drives.",https://nelsoncounty.com/wp-content/uploads/2024/05/White-Oak-Trail.jpg,,,https://nelsoncounty.com/explore/white-oak-trail/,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",Seasonal Menu; Hiking,FALSE,white-oak-trail,josh,2024-05-23,2024-06-22,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
975,White Rock Falls,Hikes & Trails,Montebello,"2.5-mile moderate waterfall hike with natural wading pools, gorge views, and options to extend via the Slacks Overlook loop on the Parkway.",https://nelsoncounty.com/wp-content/uploads/2024/05/White-Rock-Trails.jpg,,,https://nelsoncounty.com/explore/white-rock-falls/,(434) 263-7015,"Blue Ridge Parkway Milepost 19, Montebello, VA 24464",Pool,FALSE,white-rock-falls,josh,2024-05-23,2024-06-22,https://www.google.com/maps/dir/?api=1&destination=Blue%20Ridge%20Parkway%20Milepost%2019%2C%20Montebello%2C%20VA%2024464
980,Three Ridges,Hikes & Trails,Tyro,"Difficult 13.3-mile Three Ridges loop combining the Appalachian Trail and Mau-Har for waterfalls, rugged ridgelines, and overnight backcountry camping.",https://nelsoncounty.com/wp-content/uploads/2024/05/Three-Ridges.jpg,,,https://nelsoncounty.com/explore/three-ridges/,(434) 263-7015,"Reeds Gap Trailhead, Route 664, Roseland, VA 22967",Hiking,FALSE,three-ridges,josh,2024-05-23,2024-06-22,https://www.google.com/maps/dir/?api=1&destination=Reeds%20Gap%20Trailhead%2C%20Route%20664%2C%20Roseland%2C%20VA%2022967
983,Stoney Creek Park,Hikes & Trails,Wintergreen Resort,"Community linear park in Stoney Creek with creekside walking path, new picnic areas, benches, and easy terrain for families.",https://nelsoncounty.com/wp-content/uploads/2024/05/Stoney-Creek-Park.jpg,,,https://nelsoncounty.com/explore/stoney-creek-park/,(434) 263-7015,"Stoney Creek West Drive, Nellysford, VA 22958",Picnic Area; Family Friendly; Parking,FALSE,stoney-creek-park,josh,2024-05-23,2024-06-22,https://www.google.com/maps/dir/?api=1&destination=Stoney%20Creek%20West%20Drive%2C%20Nellysford%2C%20VA%2022958
986,Spy Rock,Hikes & Trails,Montebello,"Alternative 6.5-mile round-trip route to Spy Rock via Meadows Lane featuring sustained climbs, rocky scrambles, and sweeping summit panoramas.",https://nelsoncounty.com/wp-content/uploads/2024/05/Spy-Rock.jpg,,,https://nelsoncounty.com/explore/spy-rock/,(540) 265-5100,"Meadows Lane (SR 826) Trailhead, Montebello, VA 24464",Scenic Views,FALSE,spy-rock,josh,2024-05-23,2024-05-23,https://www.google.com/maps/dir/?api=1&destination=Meadows%20Lane%20%28SR%20826%29%20Trailhead%2C%20Montebello%2C%20VA%2024464
989,Spruce Creek Park,Hikes & Trails,Nellysford,"Spruce Creek Park trail hub in Nellysford connecting multiple Rockfish Valley Foundation paths, native plant gardens, and the Natural History Center.",https://nelsoncounty.com/wp-content/uploads/2024/05/Spruce-Creek-Park.jpg,,,https://nelsoncounty.com/explore/spruce-creek-park/,(434) 361-0271,"1368 Rockfish Valley Highway, Nellysford, VA 22958",Hiking,FALSE,spruce-creek-park,josh,2024-05-23,2024-06-13,https://www.google.com/maps/dir/?api=1&destination=1368%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958
992,Rockfish Valley Loop Trails,Hikes & Trails,Nellysford,"Flat four-mile network skirting the Rockfish River and Reid’s Creek with birding hotspots, interpretive signage, and farm-country views.",https://nelsoncounty.com/wp-content/uploads/2024/05/Rockfish-Valley-Loop-Trails.jpg,,,https://nelsoncounty.com/explore/rockfish-valley-loop-trails/,(434) 361-0126,"Rockfish Valley Loop Trailhead, 1368 Rockfish Valley Highway, Nellysford, VA 22958",Hiking; Educational,FALSE,rockfish-valley-loop-trails,josh,2024-05-23,2024-06-13,https://www.google.com/maps/dir/?api=1&destination=Rockfish%20Valley%20Loop%20Trailhead%2C%201368%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958
1022,Blue Ridge Parkway Loops,Biking,Motorcycling,"Scenic 22- or 40-mile Blue Ridge Parkway cycling loop starting near Love, Virginia, with sweeping Shenandoah Valley overlooks, Parkway climbs, and Route 76 tie-ins.",https://nelsoncounty.com/wp-content/uploads/2024/06/BRP-Biking-Loops.jpg,,,https://nelsoncounty.com/explore/blue-ridge-parkway-loops/,(434) 263-7015,"Milepost 16, Blue Ridge Parkway, Love, VA 22952",Hiking; Scenic Views,FALSE,blue-ridge-parkway-loops,josh,2024-06-06,2024-06-07,https://www.google.com/maps/dir/?api=1&destination=Milepost%2016%2C%20Blue%20Ridge%20Parkway%2C%20Love%2C%20VA%2022952
1029,Oak Ridge Loop,Biking,Motorcycling,29-mile Oak Ridge cycling loop rolling through Route 56 and Rockfish Valley backroads with historic estate views and low-traffic farm lanes.,https://nelsoncounty.com/wp-content/uploads/2024/06/Oak-Ridge-Loop.jpg,https://nelsoncounty.com/wp-content/uploads/2024/06/WM-Loop.jpg,,https://nelsoncounty.com/explore/oak-ridge-loop/,(434) 263-7015,"1010 Oak Ridge Road, Arrington, VA 22922",Retail,FALSE,oak-ridge-loop,josh,2024-06-06,2024-06-07,https://www.google.com/maps/dir/?api=1&destination=1010%20Oak%20Ridge%20Road%2C%20Arrington%2C%20VA%2022922
1033,Woodson's Mill Loop,Biking,Motorcycling,24-mile Woodson’s Mill ride beginning at the historic gristmill in Lowesville and circling through Massies Mill and Route 680 countryside.,https://nelsoncounty.com/wp-content/uploads/2024/06/WM-Loop.jpg,,,https://nelsoncounty.com/explore/woodsons-mill-loop/,(434) 263-7015,"3211 Lowesville Road, Roseland, VA 22967",Scenic Views,FALSE,woodsons-mill-loop,josh,2024-06-06,2024-06-07,https://www.google.com/maps/dir/?api=1&destination=3211%20Lowesville%20Road%2C%20Roseland%2C%20VA%2022967
1035,Walton's Mountain Museum Loop,Biking,Motorcycling,31-mile Schuyler countryside loop from Walton’s Mountain Museum past the James River and Esmont farms with plenty of quiet ridge lines.,https://nelsoncounty.com/wp-content/uploads/2024/04/destinations-waltons-mountain-museum.jpg,,,https://nelsoncounty.com/explore/waltons-mountain-museum-loop/,(434) 263-7015,"6484 Rockfish River Road, Schuyler, VA 22969",Scenic Views; Hiking,FALSE,waltons-mountain-museum-loop,josh,2024-06-06,2024-06-07,https://www.google.com/maps/dir/?api=1&destination=6484%20Rockfish%20River%20Road%2C%20Schuyler%2C%20VA%2022969
1038,Virginia Blue Ridge Railway Trail,Biking,Piney River,"7-mile crushed-stone rail trail along the Piney and Tye rivers with dual trailheads, equestrian access, and seasonal wildflowers.",https://nelsoncounty.com/wp-content/uploads/2024/06/Virginia-Blue-Ridge-Railway-Trail.jpg,,,https://nelsoncounty.com/explore/virginia-blue-ridge-railway-trail/,(434) 263-7130,"3124 Patrick Henry Highway, Piney River, VA 22964",Equestrian; Scenic Views,FALSE,virginia-blue-ridge-railway-trail,josh,2024-06-06,2024-06-06,https://www.google.com/maps/dir/?api=1&destination=3124%20Patrick%20Henry%20Highway%2C%20Piney%20River%2C%20VA%2022964
1041,Nelson Scenic Loop,Biking,Tyro,"50-mile Nelson Scenic Loop combining Route 151, Route 664, the Blue Ridge Parkway, and Route 56 for mountain vistas, orchards, and craft beverages.",https://nelsoncounty.com/wp-content/uploads/2024/06/Nelson-Scenic-Loop.jpg,,,https://nelsoncounty.com/explore/nelson-scenic-loop/,(434) 263-7015,"Route 151 & Route 664 Junction, Nellysford, VA 22958",Educational; Scenic Views,FALSE,nelson-scenic-loop,josh,2024-06-06,2024-06-13,https://www.google.com/maps/dir/?api=1&destination=Route%20151%20%26%20Route%20664%20Junction%2C%20Nellysford%2C%20VA%2022958
1064,Tye River,"Canoeing, Kayaking & Tubing",Tyro,"34-mile Blue Ridge stream offering Class I–II+ whitewater, mountain views, and seasonal paddling windows for experienced canoeists.",https://nelsoncounty.com/wp-content/uploads/2024/06/Tye-River.jpg,,,https://nelsoncounty.com/explore/tye-river/,(434) 263-7015,"Tye River Main Access, 2724 Patrick Henry Highway, Piney River, VA 22964",Classes; Scenic Views; Seasonal Menu; Water Sports,FALSE,tye-river,josh,2024-06-06,2024-06-13,https://www.google.com/maps/dir/?api=1&destination=Tye%20River%20Main%20Access%2C%202724%20Patrick%20Henry%20Highway%2C%20Piney%20River%2C%20VA%2022964
1069,James River,"Canoeing, Kayaking & Tubing",Wingina,"James River corridor on Nelson’s southeastern edge with multiple ramps, float trips, and access to the 64-mile Upper James River Water Trail.",https://nelsoncounty.com/wp-content/uploads/2024/06/James-River.jpg,,,https://nelsoncounty.com/explore/james-river/,(434) 933-4355,"947 James River Road, Wingina, VA 24599",Boating; Scenic Views; Water Sports,FALSE,james-river,josh,2024-06-06,2025-07-16,https://www.google.com/maps/dir/?api=1&destination=947%20James%20River%20Road%2C%20Wingina%2C%20VA%2024599
1072,Rockfish River,"Canoeing, Kayaking & Tubing",Afton,"Rockfish River paddling routes tracing the confluence of its forks with gentle Class I–II water, winter flows, and Route 6 takeouts.",https://nelsoncounty.com/wp-content/uploads/2024/06/Rockfish-River.jpg,,,https://nelsoncounty.com/explore/rockfish-river/,(434) 263-7015,"Rockfish River Access, 5156 Rockfish Valley Highway, Afton, VA 22920",Classes; Scenic Views; Water Sports,FALSE,rockfish-river,josh,2024-06-06,2024-06-06,https://www.google.com/maps/dir/?api=1&destination=Rockfish%20River%20Access%2C%205156%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920
1078,Lake Nelson,"Canoeing, Kayaking & Tubing",Arrington,"40-acre DGIF lake with boat ramp, year-round bank fishing, electric-motor boating, and seasonal restrooms near Arrington.",https://nelsoncounty.com/wp-content/uploads/2024/06/LakeN.jpg,,,https://nelsoncounty.com/explore/lake-nelson/,(434) 263-7015,"801 Lake Nelson Lane, Arrington, VA 22922",Boating; Seasonal Menu; Water Sports,FALSE,lake-nelson,josh,2024-06-06,2024-06-06,https://www.google.com/maps/dir/?api=1&destination=801%20Lake%20Nelson%20Lane%2C%20Arrington%2C%20VA%2022922
1127,Fishing the Tye River,Fishing,Tyro,"Tye River fishery stocked with trout and home to smallmouth bass, offering roadside access along Route 56 and scenic Blue Ridge runs.",https://nelsoncounty.com/wp-content/uploads/2024/06/Tye-River-Trout-Fishing.jpg,,,https://nelsoncounty.com/explore/fishing-the-tye-river/,(434) 263-7015,"Route 56 River Access, Tyro, VA 22976",Scenic Views; Water Sports,FALSE,fishing-the-tye-river,josh,2024-06-06,2024-06-13,https://www.google.com/maps/dir/?api=1&destination=Route%2056%20River%20Access%2C%20Tyro%2C%20VA%2022976
1131,Fishing the James River,Fishing,Wingina,"James River angling stretches near Wingina with prime smallmouth runs, catfish hotspots, and ramps at Midway, Wingina, and the state park.",https://nelsoncounty.com/wp-content/uploads/2024/06/James-River-Fishing.jpg,,,https://nelsoncounty.com/explore/fishing-the-james-river/,(434) 933-4355,"Midway Boat Ramp, 106 Midway Lane, Wingina, VA 24599",Boating; Water Sports,FALSE,fishing-the-james-river,josh,2024-06-06,2024-06-06,https://www.google.com/maps/dir/?api=1&destination=Midway%20Boat%20Ramp%2C%20106%20Midway%20Lane%2C%20Wingina%2C%20VA%2024599
1136,Fishing the Little Piney River,Fishing,Lowesville,"Little Piney River access near Lowesville with bass and bluegill, plus proximity to Woodson’s Mill and scenic Route 666 backroads.",https://nelsoncounty.com/wp-content/uploads/2024/06/Little-Piney-River-Fishing.jpg,,,https://nelsoncounty.com/explore/fishing-the-little-piney-river/,(434) 263-7015,"162 Woodson Road, Lowesville, VA 22967",Scenic Views; Parking; Water Sports,FALSE,fishing-the-little-piney-river,josh,2024-06-06,2024-06-06,https://www.google.com/maps/dir/?api=1&destination=162%20Woodson%20Road%2C%20Lowesville%2C%20VA%2022967
1139,Fishing the South Rockfish River,Fishing,Afton,"South Fork Rockfish River stocked trout waters with Route 6 put-in, Rt. 29 take-out, and fall-through-spring fishing windows.",https://nelsoncounty.com/wp-content/uploads/2024/06/South-Rockfish-River.jpg,,,https://nelsoncounty.com/explore/fishing-the-south-rockfish-river/,(434) 263-7015,"Rockfish River Wayside, 6759 Rockfish Valley Highway, Afton, VA 22920",Scenic Views; Water Sports,FALSE,fishing-the-south-rockfish-river,josh,2024-06-06,2024-06-06,https://www.google.com/maps/dir/?api=1&destination=Rockfish%20River%20Wayside%2C%206759%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920
1142,Fishing at Montebello,Fishing,Kids Activities,"Fee-based Montebello trout ponds with gear rentals, country store, and family-friendly catch-and-keep fishing at the base of Crabtree Falls.",https://nelsoncounty.com/wp-content/uploads/2024/06/Montebello-Fishing.jpg,,,https://nelsoncounty.com/explore/fishing-at-montebello/,(540) 377-2650,"15072 Crabtree Falls Highway, Montebello, VA 24464",Retail; Family Friendly; Water Sports,FALSE,fishing-at-montebello,josh,2024-06-06,2024-06-12,https://www.google.com/maps/dir/?api=1&destination=15072%20Crabtree%20Falls%20Highway%2C%20Montebello%2C%20VA%2024464
1145,Fishing at Lake Monocan Park,Fishing,Wintergreen Resort,"20-acre Lake Monocan at Wintergreen with seasonal public access, rentals, beach amenities, and stocked fishing opportunities.",https://nelsoncounty.com/wp-content/uploads/2024/06/LM-Fishing.jpg,,,https://nelsoncounty.com/explore/fishing-at-lake-monacan-park/,(434) 325-8180,"Lake Monocan Park, 239 Monocan Drive, Nellysford, VA 22958",Boating; Picnic Area; Seasonal Menu; Water Sports,FALSE,fishing-at-lake-monacan-park,josh,2024-06-06,2025-09-25,https://www.google.com/maps/dir/?api=1&destination=Lake%20Monocan%20Park%2C%20239%20Monocan%20Drive%2C%20Nellysford%2C%20VA%2022958
1148,Fishing at Lake Nelson,Fishing,Arrington,"State-managed 40-acre lake offering largemouth, catfish, and crappie with 24-hour shoreline access and electric-only boating.",https://nelsoncounty.com/wp-content/uploads/2024/06/Lake-Nelson.jpg,,,https://nelsoncounty.com/explore/fishing-at-lake-nelson/,(434) 263-7015,"801 Lake Nelson Lane, Arrington, VA 22922",Boating; Water Sports,FALSE,fishing-at-lake-nelson,josh,2024-06-06,2024-06-06,https://www.google.com/maps/dir/?api=1&destination=801%20Lake%20Nelson%20Lane%2C%20Arrington%2C%20VA%2022922
1152,Wintergreen Resort Fishing,Fishing,Wintergreen Resort,"Wintergreen Resort’s Orvis-endorsed fly fishing school offering classes at Lake Monocan, guided trout trips, and James River floats.",https://nelsoncounty.com/wp-content/uploads/2024/06/Wintergreen-Resort-Fishing.jpg,,,https://nelsoncounty.com/explore/wintergreen-resort-fishing/,(434) 325-8180,"Wintergreen Resort Outdoor Programs, 39 Mountain Inn Loop, Wintergreen, VA 22967",Scenic Views; Water Sports,FALSE,wintergreen-resort-fishing,josh,2024-06-06,2024-06-13,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%20Outdoor%20Programs%2C%2039%20Mountain%20Inn%20Loop%2C%20Wintergreen%2C%20VA%2022967
1161,Devils Knob Golf Course,Golf,Wintergreen Resort,"Elevation 3,800-foot Devils Knob Golf Course—Virginia’s highest—featuring Ellis Maples design, narrow mountain fairways, and panoramic vistas.",https://nelsoncounty.com/wp-content/uploads/2024/06/Devils-Knob-Golf-Course.jpg,,,https://nelsoncounty.com/explore/devils-knob-golf-course/,(434) 325-8520,"Route 664, Wintergreen, VA 22958",Scenic Views; Resort; Golf,FALSE,devils-knob-golf-course,josh,2024-06-07,2024-06-13,https://www.google.com/maps/dir/?api=1&destination=Route%20664%2C%20Wintergreen%2C%20VA%2022958
1165,Stoney Creek Golf Course,Golf,Wintergreen Resort,"Rees Jones-designed 27-hole Stoney Creek Golf Course in the Rockfish Valley mixing meandering streams, wetlands, and year-round play.",https://nelsoncounty.com/wp-content/uploads/2024/06/Stoney-Creek-Golf-Course.jpg,,,https://nelsoncounty.com/explore/stoney-creek-golf-course/,(434) 325-8250,"135 Stoney Creek East, Nellysford, VA 22958",Resort; Golf,FALSE,stoney-creek-golf-course,josh,2024-06-07,2024-06-13,https://www.google.com/maps/dir/?api=1&destination=135%20Stoney%20Creek%20East%2C%20Nellysford%2C%20VA%2022958
1202,Soaring,Soaring,Lovingston,Guided ridge-soaring experiences over the Blue Ridge Mountains with Appalachian Soaring at Eagle’s Nest Airport in Lovingston.,https://nelsoncounty.com/wp-content/uploads/2024/06/Soaring-in-Nelson-County.jpg,,,https://nelsoncounty.com/explore/soaring/,(434) 981-4359,"604 Dillard Hill Road, Lovingston, VA 22949",Scenic Views; Tastings,FALSE,soaring,josh,2024-06-10,2024-06-10,https://www.google.com/maps/dir/?api=1&destination=604%20Dillard%20Hill%20Road%2C%20Lovingston%2C%20VA%2022949
1205,Skiing & Snowboarding,Skiing & Snowboarding,Wintergreen Resort,"Wintergreen Resort’s 129 acres of skiable terrain featuring 26 slopes, terrain parks, and the state’s largest tubing hill with full rentals.",https://nelsoncounty.com/wp-content/uploads/2024/06/Skiing-and-Snowboarding-in-Nelson-County.jpg,,,https://nelsoncounty.com/explore/skiing-snowboarding/,(434) 325-2100,"39 Mountain Inn Loop, Wintergreen, VA 22967",Water Sports; Snow Sports; Scenic Views,FALSE,skiing-snowboarding,josh,2024-06-10,2024-06-13,https://www.google.com/maps/dir/?api=1&destination=39%20Mountain%20Inn%20Loop%2C%20Wintergreen%2C%20VA%2022967
1212,Tennis,Tennis,Wintergreen Resort,Wintergreen Tennis programs spanning 19 outdoor clay and three indoor DecoTurf courts with year-round clinics for families and teams.,https://nelsoncounty.com/wp-content/uploads/2024/06/Tennis-at-Wintergreen.jpg,,,https://nelsoncounty.com/explore/tennis/,(434) 325-2200,"Wintergreen Tennis Center, 581 Wintergreen Drive, Wintergreen, VA 22967",Tennis,FALSE,tennis,josh,2024-06-10,2024-06-13,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Tennis%20Center%2C%20581%20Wintergreen%20Drive%2C%20Wintergreen%2C%20VA%2022967
1215,Swimming,Activities,Kids Activities,"Indoor and outdoor swimming across Wintergreen Resort, including year-round Aquatics Center pools and Lake Monocan’s summer beach.",https://nelsoncounty.com/wp-content/uploads/2024/06/Swimming-at-Wintergreen.jpg,,,https://nelsoncounty.com/explore/swimming/,(434) 325-8280,"Wintergreen Aquatics & Fitness Center, 39 Mountain Inn Loop, Wintergreen, VA 22967",Pool; Outdoor Seating; Seasonal Menu; Resort,FALSE,swimming,josh,2024-06-10,2024-06-12,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Aquatics%20%26%20Fitness%20Center%2C%2039%20Mountain%20Inn%20Loop%2C%20Wintergreen%2C%20VA%2022967
1220,12 Ridges Vineyard,Vineyards & Wineries,Vesuvius,"High-elevation vineyard at Mile 25 on the Blue Ridge Parkway pouring cool-climate sparkling and still wines with sweeping 360° views. The hilltop tasting room, expansive terrace, and private event spaces sit at 3,300 feet.",https://nelsoncounty.com/wp-content/uploads/2024/06/12-Ridges-Vineyard.jpg,,,https://12ridges.com/,(434) 996-4252,"24981 Blue Ridge Pkwy, Vesuvius, VA 24483",Tastings; Outdoor Seating; Scenic Views; Events; Wine,FALSE,12-ridges-vineyard,josh,2024-06-10,2024-06-10,https://www.google.com/maps/dir/?api=1&destination=24981%20Blue%20Ridge%20Pkwy%2C%20Vesuvius%2C%20VA%2024483
1224,Afton Mountain Vineyards,Vineyards & Wineries,Afton,"One of Virginia’s pioneer farm wineries with vines dating to 1978, crafting estate-grown vinifera on the sunrise side of Afton Mountain. Breezy patio tastings showcase small-lot bottlings framed by Blue Ridge views.",https://nelsoncounty.com/wp-content/uploads/2024/06/Afton-Mountain-Vineyards.jpg,,,https://www.aftonmountainvineyards.com/,(540) 456-8667,"234 Vineyard Lane, Afton, VA 22920",Outdoor Seating; Scenic Views; Wine,FALSE,afton-mountain-vineyards,josh,2024-06-10,2024-06-12,https://www.google.com/maps/dir/?api=1&destination=234%20Vineyard%20Lane%2C%20Afton%2C%20VA%2022920
1227,Brent Manor Vineyards,Vineyards & Wineries,Faber,Boutique hillside winery south of Charlottesville blending Virginia-grown wines with rotating Portuguese selections in an intimate tasting room. Weekend flights and inn-style hospitality overlook the Brent Manor grounds.,https://nelsoncounty.com/wp-content/uploads/2024/06/Brent-Manor-Vineyards.jpg,,,https://www.brentmanorvineyards.com/,(434) 826-0722,"100 Brent Manor Lane, Faber, VA 22938",Wine; Tastings; Retail; Events,FALSE,brent-manor-vineyards,josh,2024-06-10,2024-06-13,https://www.google.com/maps/dir/?api=1&destination=100%20Brent%20Manor%20Lane%2C%20Faber%2C%20VA%2022938
1230,Caihailian Vineyard,Vineyards & Wineries,Roseland,Family-run micro-vineyard along the road to Wintergreen producing Monticello AVA wines from 2.5 hillside acres. Tastings are offered when the flags are flying or by appointment for a quiet Roseland experience.,https://nelsoncounty.com/wp-content/uploads/2024/06/Caihailian-Vineyard.jpg,,,https://nelsoncounty.com/explore/caihailian-vineyard/,,"872 Beech Grove, Roseland, VA 22967",Wine; Retail; Family Friendly,FALSE,caihailian-vineyard,josh,2024-06-10,2024-06-10,https://www.google.com/maps/dir/?api=1&destination=872%20Beech%20Grove%2C%20Roseland%2C%20VA%2022967
1233,Cardinal Point Winery,Vineyards & Wineries,Afton,"Family-owned winery in the foothills of Afton Mountain inspired by the founders’ time in Germany. Welcoming tasting room offers tours, Blue Ridge views, and seasonal events alongside expressive wines.",https://nelsoncounty.com/wp-content/uploads/2024/06/Cardinal-Point-Winery.jpg,,,https://www.cardinalpointwinery.com/,(540) 456-8400,"9423 Batesville Rd, Afton, VA 22920",Wine; Family Friendly; Live Music; Scenic Views; Tastings,FALSE,cardinal-point-winery,josh,2024-06-10,2024-06-12,https://www.google.com/maps/dir/?api=1&destination=9423%20Batesville%20Rd%2C%20Afton%2C%20VA%2022920
1236,Flying Fox Vineyards,Vineyards & Wineries,Afton,"Small-lot producer known for inventive wines and the Sly Fox vermouth line, letting each varietal speak for itself. Cozy tasting room and patio pour limited releases created by Flying Fox’s winemaking family.",https://nelsoncounty.com/wp-content/uploads/2024/06/Flying-Fox-Vineyard.jpg,,,https://www.flyingfoxvineyard.com/,(434) 361-1692,"10368 Critzer Shop Rd, Afton, VA 22920",Tastings; Seasonal Menu; Outdoor Seating; Wine,FALSE,flying-fox-vineyards,josh,2024-06-10,2024-06-12,https://www.google.com/maps/dir/?api=1&destination=10368%20Critzer%20Shop%20Rd%2C%20Afton%2C%20VA%2022920
1239,Hill Top Winery & Meadery,Farms & Orchards,Nellysford,"Winery and meadery specializing in “true-to-the-fruit” wines and authentic honey meads since 1998. Flights highlight berry, orchard, and dessert styles crafted in the hills above Nellysford.",https://nelsoncounty.com/wp-content/uploads/2024/06/Hill-Top-Winery-Meadery.jpg,,,https://nelsoncounty.com/explore/hill-top-winery-meadery/,(434) 361-1266,"2800 Berry Hill Road, Nellysford, VA 22958",Desserts; Wine; Farm; Scenic Views; Tastings; Local Ingredients,FALSE,hill-top-winery-meadery,josh,2024-06-10,2024-06-13,https://www.google.com/maps/dir/?api=1&destination=2800%20Berry%20Hill%20Road%2C%20Nellysford%2C%20VA%2022958
1242,Lovingston Winery,Vineyards & Wineries,Lovingston,"Gravity-flow, small-batch estate winery on Josie’s Knoll focusing on Bordeaux and South African varietals. The Lovingston family tends the vineyard and pours limited-production releases in the Blue Ridge countryside.",https://nelsoncounty.com/wp-content/uploads/2024/06/lovingston-winery-1.jpg,,,https://www.lovingstonwinery.com/,(434) 263-8467,"885 Freshwater Cove, Lovingston, VA 22949",Scenic Views; Wine,FALSE,lovingston-winery,josh,2024-06-10,2024-06-13,https://www.google.com/maps/dir/?api=1&destination=885%20Freshwater%20Cove%2C%20Lovingston%2C%20VA%2022949
1245,Mountain and Vine Winery,Vineyards & Wineries,Faber,"Monticello AVA destination with terraced vineyards, a lakeside lawn, and panoramic tasting room. Mountain & Vine pairs estate wines with food events, tours, and family-friendly experiences minutes from Charlottesville.",https://nelsoncounty.com/wp-content/uploads/2024/06/Mountain-and-Vine-Winery.jpg,,,https://www.mountainandvine.com/,(434) 263-6100,"500 DelFosse Winery Lane, Faber, VA 22938",Wine; Family Friendly; Tastings,FALSE,mountain-and-vine-winery,josh,2024-06-10,2024-06-27,https://www.google.com/maps/dir/?api=1&destination=500%20DelFosse%20Winery%20Lane%2C%20Faber%2C%20VA%2022938
1248,Mountain Cove Vineyards & Winery,Vineyards & Wineries,Lovingston,"Virginia’s oldest farm winery, established in 1973 in a forested hollow near Lovingston, producing heritage wines from estate and local fruit. Rustic tasting areas and picnic grounds invite relaxed afternoons in the Blue Ridge foothills.",https://nelsoncounty.com/wp-content/uploads/2024/06/Mountain-Cove-Vineyards-Winery.jpg,,,https://www.facebook.com/MountainCoveVineyards/,(434) 263-5392,"1365 North Amherst Hwy, Lovingston, VA 22949",Wine; Family Friendly; Picnic Area; Local Ingredients; Scenic Views; Tastings,FALSE,mountain-cove-vineyards-winery,josh,2024-06-10,2024-10-17,https://www.google.com/maps/dir/?api=1&destination=1365%20North%20Amherst%20Hwy%2C%20Lovingston%2C%20VA%2022949
1251,Valley Road Vineyards,Vineyards & Wineries,Afton,"Route 151 gateway winery founded by friends in 2015, featuring lawn seating, an events pavilion, and Rockfish Valley views. The tasting room pours approachable blends and guided flights at the base of Afton Mountain.",https://nelsoncounty.com/wp-content/uploads/2024/06/Valley-Road-Vineyards.jpg,,,https://www.valleyroadwines.com/,(540) 456-6350,"9264 Critzers Shop Road, Afton, VA 22920",Tastings; Wine,FALSE,valley-road-vineyards,josh,2024-06-10,2024-06-12,https://www.google.com/maps/dir/?api=1&destination=9264%20Critzers%20Shop%20Road%2C%20Afton%2C%20VA%2022920
